Time,index,reftemp,sens448,sens449,sens450,sens451,sens452,,Position,reftemp,sens448,sens449,sens450,sens451,sens452
1563247923,0,264,859,559,254,257,253,,0,"26,4","85,9","55,9","25,4","25,7","25,3"
1563247924,1,264,863,566,251,252,251,,"0,07535","26,4","86,3","56,6","25,1","25,2","25,1"
1563247925,2,264,872,574,252,259,251,,"0,1507","26,4","87,2","57,4","25,2","25,9","25,1"
1563247926,3,264,870,577,250,255,254,,"0,22605","26,4",87,"57,7",25,"25,5","25,4"
1563247927,4,264,880,580,252,261,256,,"0,3014","26,4",88,58,"25,2","26,1","25,6"
1563247928,5,264,884,584,252,253,253,,"0,37675","26,4","88,4","58,4","25,2","25,3","25,3"
1563247929,6,264,882,589,254,256,250,,"0,4521","26,4","88,2","58,9","25,4","25,6",25
1563247930,7,263,882,589,254,256,250,,"0,52745","26,3","88,2","58,9","25,4","25,6",25
1563247931,8,263,891,602,255,247,251,,"0,6028","26,3","89,1","60,2","25,5","24,7","25,1"
1563247932,9,263,900,606,254,253,255,,"0,67815","26,3",90,"60,6","25,4","25,3","25,5"
1563247934,10,263,911,614,253,259,255,,"0,7535","26,3","91,1","61,4","25,3","25,9","25,5"
1563247935,11,263,920,616,250,256,254,,"0,82885","26,3",92,"61,6",25,"25,6","25,4"
1563247936,12,263,920,619,255,260,250,,"0,9042","26,3",92,"61,9","25,5",26,25
1563247937,13,263,920,619,255,260,250,,"0,97955","26,3",92,"61,9","25,5",26,25
1563247938,14,263,917,622,251,247,252,,"1,0549","26,3","91,7","62,2","25,1","24,7","25,2"
1563247939,15,263,915,625,256,258,254,,"1,13025","26,3","91,5","62,5","25,6","25,8","25,4"
1563247941,16,263,919,629,253,259,254,,"1,2056","26,3","91,9","62,9","25,3","25,9","25,4"
1563247942,17,263,919,634,254,254,252,,"1,28095","26,3","91,9","63,4","25,4","25,4","25,2"
1563247943,18,263,920,635,251,256,251,,"1,3563","26,3",92,"63,5","25,1","25,6","25,1"
1563247944,19,263,918,640,255,248,250,,"1,43165","26,3","91,8",64,"25,5","24,8",25
1563247945,20,263,927,640,258,259,253,,"1,507","26,3","92,7",64,"25,8","25,9","25,3"
1563247946,21,263,927,640,258,259,253,,"1,58235","26,3","92,7",64,"25,8","25,9","25,3"
1563247947,22,263,925,644,259,256,256,,"1,6577","26,3","92,5","64,4","25,9","25,6","25,6"
1563247948,23,264,927,649,251,254,250,,"1,73305","26,4","92,7","64,9","25,1","25,4",25
1563247949,24,264,933,649,258,260,247,,"1,8084","26,4","93,3","64,9","25,8",26,"24,7"
1563247950,25,264,931,649,258,256,248,,"1,88375","26,4","93,1","64,9","25,8","25,6","24,8"
1563247951,26,263,933,652,258,256,254,,"1,9591","26,3","93,3","65,2","25,8","25,6","25,4"
1563247952,27,263,927,654,258,254,248,,"2,03445","26,3","92,7","65,4","25,8","25,4","24,8"
1563247953,28,264,927,654,258,254,248,,"2,1098","26,4","92,7","65,4","25,8","25,4","24,8"
1563247954,29,264,929,660,252,251,255,,"2,18515","26,4","92,9",66,"25,2","25,1","25,5"
1563247955,30,264,914,663,257,244,251,,"2,2605","26,4","91,4","66,3","25,7","24,4","25,1"
1563247957,31,264,896,676,257,260,253,,"2,33585","26,4","89,6","67,6","25,7",26,"25,3"
1563247958,32,264,889,685,252,252,251,,"2,4112","26,4","88,9","68,5","25,2","25,2","25,1"
1563247959,33,264,879,692,256,257,254,,"2,48655","26,4","87,9","69,2","25,6","25,7","25,4"
1563247960,34,263,879,692,256,257,254,,"2,5619","26,3","87,9","69,2","25,6","25,7","25,4"
1563247961,35,263,849,709,254,261,250,,"2,63725","26,3","84,9","70,9","25,4","26,1",25
1563247962,36,264,840,717,256,247,255,,"2,7126","26,4",84,"71,7","25,6","24,7","25,5"
1563247964,37,264,839,719,254,250,254,,"2,78795","26,4","83,9","71,9","25,4",25,"25,4"
1563247965,38,264,840,730,258,258,254,,"2,8633","26,4",84,73,"25,8","25,8","25,4"
1563247966,39,264,831,734,256,247,258,,"2,93865","26,4","83,1","73,4","25,6","24,7","25,8"
1563247967,40,264,827,737,257,255,257,,"3,014","26,4","82,7","73,7","25,7","25,5","25,7"
1563247968,41,264,829,739,256,256,255,,"3,08935","26,4","82,9","73,9","25,6","25,6","25,5"
1563247969,42,265,829,739,256,256,255,,"3,1647","26,5","82,9","73,9","25,6","25,6","25,5"
1563247970,43,265,819,748,256,257,252,,"3,24005","26,5","81,9","74,8","25,6","25,7","25,2"
1563247971,44,265,814,754,259,256,256,,"3,3154","26,5","81,4","75,4","25,9","25,6","25,6"
1563247974,45,266,819,762,261,256,254,,"3,39075","26,6","81,9","76,2","26,1","25,6","25,4"
1563247975,46,265,813,766,256,255,250,,"3,4661","26,5","81,3","76,6","25,6","25,5",25
1563247976,47,265,813,769,259,258,253,,"3,54145","26,5","81,3","76,9","25,9","25,8","25,3"
1563247977,48,265,813,769,259,258,253,,"3,6168","26,5","81,3","76,9","25,9","25,8","25,3"
1563247978,49,265,813,772,260,252,256,,"3,69215","26,5","81,3","77,2",26,"25,2","25,6"
1563247979,50,266,812,773,258,252,252,,"3,7675","26,6","81,2","77,3","25,8","25,2","25,2"
1563247981,51,267,818,779,263,252,257,,"3,84285","26,7","81,8","77,9","26,3","25,2","25,7"
1563247982,52,267,813,785,257,254,253,,"3,9182","26,7","81,3","78,5","25,7","25,4","25,3"
1563247983,53,267,813,785,262,262,253,,"3,99355","26,7","81,3","78,5","26,2","26,2","25,3"
1563247984,54,268,812,789,258,254,253,,"4,0689","26,8","81,2","78,9","25,8","25,4","25,3"
1563247985,55,268,803,802,259,256,250,,"4,14425","26,8","80,3","80,2","25,9","25,6",25
1563247986,56,269,796,813,263,260,250,,"4,2196","26,9","79,6","81,3","26,3",26,25
1563247987,57,268,788,827,261,258,252,,"4,29495","26,8","78,8","82,7","26,1","25,8","25,2"
1563247988,58,268,790,826,260,256,255,,"4,3703","26,8",79,"82,6",26,"25,6","25,5"
1563247989,59,269,783,838,258,259,260,,"4,44565","26,9","78,3","83,8","25,8","25,9",26
1563247990,60,269,776,846,259,259,258,,"4,521","26,9","77,6","84,6","25,9","25,9","25,8"
1563247991,61,269,766,856,256,255,251,,"4,59635","26,9","76,6","85,6","25,6","25,5","25,1"
1563247992,62,269,764,868,258,252,252,,"4,6717","26,9","76,4","86,8","25,8","25,2","25,2"
1563247993,63,270,764,868,258,252,252,,"4,74705",27,"76,4","86,8","25,8","25,2","25,2"
1563247994,64,270,744,884,260,256,252,,"4,8224",27,"74,4","88,4",26,"25,6","25,2"
1563247995,65,269,733,889,261,256,255,,"4,89775","26,9","73,3","88,9","26,1","25,6","25,5"
1563247997,66,268,724,900,263,257,248,,"4,9731","26,8","72,4",90,"26,3","25,7","24,8"
1563247998,67,268,723,906,262,247,258,,"5,04845","26,8","72,3","90,6","26,2","24,7","25,8"
1563247999,68,268,722,913,265,257,253,,"5,1238","26,8","72,2","91,3","26,5","25,7","25,3"
1563248000,69,268,722,913,265,257,253,,"5,19915","26,8","72,2","91,3","26,5","25,7","25,3"
1563248001,70,268,713,921,262,253,250,,"5,2745","26,8","71,3","92,1","26,2","25,3",25
1563248002,71,268,717,919,258,246,255,,"5,34985","26,8","71,7","91,9","25,8","24,6","25,5"
1563248004,72,268,708,919,258,253,254,,"5,4252","26,8","70,8","91,9","25,8","25,3","25,4"
1563248005,73,269,702,922,257,248,252,,"5,50055","26,9","70,2","92,2","25,7","24,8","25,2"
1563248006,74,269,696,923,259,253,250,,"5,5759","26,9","69,6","92,3","25,9","25,3",25
1563248007,75,269,694,930,261,248,256,,"5,65125","26,9","69,4",93,"26,1","24,8","25,6"
1563248008,76,269,694,937,261,256,262,,"5,7266","26,9","69,4","93,7","26,1","25,6","26,2"
1563248009,77,270,689,939,263,247,253,,"5,80195",27,"68,9","93,9","26,3","24,7","25,3"
1563248010,78,270,688,939,263,254,250,,"5,8773",27,"68,8","93,9","26,3","25,4",25
