Time,index,reftemp,sens448,sens449,sens450,sens451,sens452,,Position,reftemp,sens448,sens449,sens450,sens451,sens452
1563238668,0,260,-500,-500,-500,-500,-500,,0,26,-50,-50,-50,-50,-50
1563238669,1,260,244,269,278,307,312,,"0,07535",26,"24,4","26,9","27,8","30,7","31,2"
1563238670,2,261,244,273,276,299,317,,"0,1507","26,1","24,4","27,3","27,6","29,9","31,7"
1563238672,3,267,250,265,279,312,312,,"0,22605","26,7",25,"26,5","27,9","31,2","31,2"
1563238673,4,262,246,270,279,300,306,,"0,3014","26,2","24,6",27,"27,9",30,"30,6"
1563238674,5,262,250,267,281,305,302,,"0,37675","26,2",25,"26,7","28,1","30,5","30,2"
1563238675,6,260,244,269,288,295,299,,"0,4521",26,"24,4","26,9","28,8","29,5","29,9"
1563238676,7,260,252,271,290,298,316,,"0,52745",26,"25,2","27,1",29,"29,8","31,6"
1563238677,8,260,252,271,290,298,316,,"0,6028",26,"25,2","27,1",29,"29,8","31,6"
1563238678,9,260,252,265,278,304,305,,"0,67815",26,"25,2","26,5","27,8","30,4","30,5"
1563238679,10,260,248,266,283,310,302,,"0,7535",26,"24,8","26,6","28,3",31,"30,2"
1563238681,11,261,246,266,284,296,299,,"0,82885","26,1","24,6","26,6","28,4","29,6","29,9"
1563238682,12,263,246,264,282,295,301,,"0,9042","26,3","24,6","26,4","28,2","29,5","30,1"
1563238683,13,263,244,266,288,293,292,,"0,97955","26,3","24,4","26,6","28,8","29,3","29,2"
1563238684,14,265,244,266,288,293,292,,"1,0549","26,5","24,4","26,6","28,8","29,3","29,2"
1563238685,15,265,254,268,278,298,289,,"1,13025","26,5","25,4","26,8","27,8","29,8","28,9"
1563238686,16,263,249,271,284,292,297,,"1,2056","26,3","24,9","27,1","28,4","29,2","29,7"
1563238688,17,263,251,265,288,283,285,,"1,28095","26,3","25,1","26,5","28,8","28,3","28,5"
1563238689,18,264,250,269,294,287,295,,"1,3563","26,4",25,"26,9","29,4","28,7","29,5"
1563238690,19,264,237,256,281,271,272,,"1,43165","26,4","23,7","25,6","28,1","27,1","27,2"
1563238691,20,267,237,256,281,271,272,,"1,507","26,7","23,7","25,6","28,1","27,1","27,2"
1563238692,21,267,247,270,297,290,296,,"1,58235","26,7","24,7",27,"29,7",29,"29,6"
1563238693,22,270,255,272,304,289,286,,"1,6577",27,"25,5","27,2","30,4","28,9","28,6"
1563238695,23,272,246,268,303,294,292,,"1,73305","27,2","24,6","26,8","30,3","29,4","29,2"
1563238696,24,274,237,258,314,280,295,,"1,8084","27,4","23,7","25,8","31,4",28,"29,5"
1563238697,25,274,244,269,313,275,295,,"1,88375","27,4","24,4","26,9","31,3","27,5","29,5"
1563238698,26,277,254,263,318,274,283,,"1,9591","27,7","25,4","26,3","31,8","27,4","28,3"
1563238699,27,277,254,274,319,293,283,,"2,03445","27,7","25,4","27,4","31,9","29,3","28,3"
1563238700,28,280,255,271,310,281,297,,"2,1098",28,"25,5","27,1",31,"28,1","29,7"
1563238702,29,283,246,268,321,281,292,,"2,18515","28,3","24,6","26,8","32,1","28,1","29,2"
1563238703,30,285,250,271,326,277,283,,"2,2605","28,5",25,"27,1","32,6","27,7","28,3"
1563238704,31,285,238,259,335,289,302,,"2,33585","28,5","23,8","25,9","33,5","28,9","30,2"
1563238705,32,286,255,273,323,278,282,,"2,4112","28,6","25,5","27,3","32,3","27,8","28,2"
1563238706,33,286,258,270,325,287,280,,"2,48655","28,6","25,8",27,"32,5","28,7",28
1563238707,34,289,258,270,325,287,280,,"2,5619","28,9","25,8",27,"32,5","28,7",28
1563238708,35,289,250,276,332,279,285,,"2,63725","28,9",25,"27,6","33,2","27,9","28,5"
